sigla,date,price
ALZR11,20180131,100.9
ALZR11,20180228,101.91
ALZR11,20180329,103.77
ALZR11,20180430,101.5
ALZR11,20180530,94.52
ALZR11,20180629,92.5
ALZR11,20180731,94
ALZR11,20180831,92.77
ALZR11,20180928,89.51
ALZR11,20181031,91.74
ALZR11,20181130,94.9
ALZR11,20181228,99
ALZR11,20190131,98
ALZR11,20190228,98.1
ALZR11,20190329,97.5
ALZR11,20190430,96.99
